{-10, -10, 2.5}
{-7.551201, -10, 1.8878}
{-4.847248, -10, 1.211812}
{-2.247409, -10, 0.561852}
{0.456556, -10, -0.114139}
{2.973601, -10, -0.7434}
{5.224946, -10, -1.306237}
{7.680485, -10, -1.920121}
{10, -10, -2.5}
{-10, -7.450519, 1.86263}
{-7.887558, -6.113208, 1.194671}
{-5.68348, -5.752357, 0.80448}
{-1.87256, -7.292068, 0.338109}
{0.464355, -6.53247, -0.058044}
{7.889555, -6.283025, -1.226761}
{10, -7.590896, -1.897724}
{-10, -4.638446, 1.159612}
{-7.506314, -3.646368, 0.684089}
{-1.118774, -5.112603, 0.139847}
{1.212601, -4.480923, -0.119133}
{2.886596, -5.989246, -0.422652}
{5.455988, -5.465322, -0.740164}
{10, -5.053991, -1.263498}
{-10, -2.328717, 0.582179}
{-7.819633, -1.038637, 0.194744}
{-0.985434, -1.208469, 0}
{1.451855, -2.232127, -0.073999}
{3.468325, -3.722111, -0.293152}
{5.640012, -2.795835, -0.38948}
{10, -2.761014, -0.690253}
{-10, 0.173836, -0.043459}
{-2.852821, 0.391823, -0.024489}
{-0.488771, 1.126453, 0}
{1.538258, 0.049616, 0}
{5.789185, -0.333835, -0.041729}
{6.178732, 1.765833, 0.248515}
{10, -0.388756, -0.097189}
{-10, 2.678202, -0.66955}
{-4.094022, 2.210502, -0.219689}
{-2.112931, 2.233562, -0.115406}
{1.565158, 2.435004, 0.09376}
{5.650392, 3.725782, 0.506372}
{7.913959, 3.248199, 0.63491}
{10, 2.108647, 0.527162}
{-10, 5.026503, -1.256626}
{-7.585022, 4.046455, -0.764024}
{-0.936418, 5.762478, -0.117052}
{4.969905, 5.892046, 0.730863}
{10, 4.633472, 1.158368}
{-10, 7.61129, -1.902822}
{-5.777044, 6.100069, -0.859639}
{-1.621348, 7.895975, -0.304003}
{0.982532, 7.568367, 0.184225}
{3.629132, 7.94085, 0.708015}
{10, 7.330389, 1.832597}
{-10, 10, -2.5}
{-7.680543, 10, -1.920136}
{-5.10128, 10, -1.27532}
{-2.664428, 10, -0.666107}
{-0.18492, 10, -0.04623}
{2.254647, 10, 0.563662}
{4.809443, 10, 1.202361}
{7.542066, 10, 1.885517}
{10, 10, 2.5}
{7.962095, 0.769547, 0.14429}
{1.864031, -8.081268, -0.349506}
{7.716508, -4.011166, -0.765625}
{-4.033137, -7.799399, 0.774926}
{6.124301, 7.892694, 1.197393}
{6.382357, -7.872486, -1.243253}
{-8.534763, 8.523219, -1.792122}
{7.812439, -1.622946, -0.304302}
{4.180306, -7.809841, -0.803172}
{-0.505364, 3.464898, -0.031585}
{-8.004691, 6.419431, -1.26673}
{-6.277894, -7.973736, 1.236322}
{8.37003, 8.271167, 1.713975}
{-5.522187, 0.241225, -0.030153}
{-4.846441, -3.670789, 0.439654}
{7.558823, 5.799011, 1.094667}
{8.4924, -8.44723, -1.769931}
{-8.433423, -8.469007, 1.762956}
{2.785696, 6.096275, 0.416729}
{-3.327299, 6.058286, -0.482055}
{-6.444744, 8.108771, -1.284486}
{3.367921, 3.965456, 0.302086}
{-0.394337, -3.210496, 0.024646}
{3.633763, -1.236794, -0.0773}
{-0.359695, -8.416938, 0.067443}
{-3.381957, -5.523611, 0.45547}
{-7.853965, 1.423562, -0.266918}
{-6.089036, 2.418306, -0.365247}
{-2.6648, 4.07974, -0.265284}
{-3.720812, -1.555991, 0.11455}
{1.180236, 4.917055, 0.142345}
{-4.986198, 4.213398, -0.52495}
{-2.456406, -3.336015, 0.203052}
{-5.946784, -1.94578, 0.267758}
{-4.113338, 8.00718, -0.80295}
{3.891578, 1.445382, 0.111396}
