{-10, -10, 0}
{-8.986296, -10, 0}
{-7.85956, -10, 0}
{-6.922888, -10, 0}
{-5.967463, -10, 0}
{-5.009451, -10, 0}
{-4.038635, -10, 0}
{-3.068758, -10.0, 0}
{-2.116042, -10, 0}
{-1.150075, -10, 0}
{-0.143868, -10.0, 0}
{0.880534, -10, 0}
{1.905354, -10, 0}
{2.929643, -10, 0}
{3.952081, -10, 0}
{4.932501, -10.0, 0}
{5.880391, -10, 0}
{6.865633, -10, 0}
{7.889399, -10, 0}
{8.971982, -10, 0}
{10, -10, 0}
{-10, -8.971263, 0}
{-9.016476, -8.307117, 0.289822}
{-5.503912, -9.105639, 0.595553}
{-0.647999, -9.081535, 0.872606}
{0.37819, -9.111953, 0.847402}
{7.335733, -9.143558, 0.378626}
{10, -9.034204, 0}
{-10, -7.933285, 0}
{-8.429969, -7.36583, 0.661823}
{-7.45097, -7.339147, 1.026156}
{-5.99542, -8.229331, 1.033786}
{-5.054577, -8.26438, 1.180053}
{-3.165951, -8.213187, 1.464082}
{-1.507658, -7.314551, 2.272022}
{1.962378, -8.301074, 1.494742}
{2.575562, -7.459297, 2.070817}
{3.637665, -7.600645, 1.832102}
{7.486055, -7.594089, 0.930388}
{7.691053, -8.427629, 0.591782}
{8.384344, -8.017053, 0.530594}
{10, -7.963935, 0}
{-10, -6.928363, 0}
{-7.948694, -6.443217, 1.076657}
{-6.934233, -6.447999, 1.516565}
{-5.507344, -7.366851, 1.592968}
{-1.238006, -6.386908, 2.914998}
{0.99316, -6.61518, 2.784234}
{2.084247, -6.608733, 2.693893}
{3.235526, -6.575721, 2.540896}
{4.348364, -6.979383, 2.079525}
{5.406334, -7.139076, 1.735092}
{7.444183, -6.78422, 1.2032}
{8.290489, -7.044784, 0.787495}
{9.14708, -7.483331, 0.359278}
{10, -6.987213, 0}
{-10, -5.997067, 0}
{-5.922369, -6.469242, 1.887675}
{-4.928298, -6.541805, 2.165541}
{-4.233439, -5.799421, 2.723623}
{-2.274865, -5.649239, 3.228132}
{1.501157, -5.773015, 3.258493}
{3.52168, -5.43975, 3.083841}
{6.954772, -6.151433, 1.604693}
{10, -6.039702, 0}
{-10, -4.998971, 0}
{-9.24213, -5.502599, 0.508375}
{-8.4011, -5.516783, 1.023355}
{-6.362423, -5.588732, 2.046464}
{-4.584852, -4.772085, 3.049669}
{-3.442071, -5.197099, 3.21712}
{-2.694022, -4.591632, 3.659466}
{-1.845728, -4.824026, 3.705742}
{-0.153003, -4.913032, 3.792218}
{0.941003, -4.924658, 3.75385}
{1.388181, -3.909209, 4.154277}
{2.91586, -4.719663, 3.555822}
{3.9436, -4.313302, 3.436841}
{5.478382, -5.291417, 2.519576}
{6.435069, -5.319264, 2.100607}
{7.402486, -5.303554, 1.62443}
{8.32734, -5.061615, 1.140075}
{9.082032, -5.573998, 0.603717}
{10, -5.093953, 0}
{-10, -4.066993, 0}
{-9.21436, -3.593056, 0.657336}
{-7.889404, -4.620936, 1.484748}
{-6.839254, -4.695668, 2.074448}
{-5.763472, -4.782965, 2.575237}
{-5.322915, -4.041084, 2.998158}
{-2.823973, -3.573711, 4.013613}
{-1.931146, -3.947912, 4.063296}
{-0.275717, -3.859779, 4.251871}
{0.546765, -3.302529, 4.441348}
{2.188906, -3.200648, 4.272769}
