{-10, -10, 0}
{-8.947368, -10, 0}
{-7.894737, -10, 0}
{-6.842105, -10, 0}
{-5.789474, -10, 0}
{-4.736842, -10, 0}
{-3.684211, -10, 0}
{-2.631579, -10, 0}
{-1.578947, -10, 0}
{-0.526316, -10, 0}
{0.526316, -10, 0}
{1.578947, -10, 0}
{2.631579, -10, 0}
{3.684211, -10, 0}
{4.736842, -10, 0}
{5.789474, -10, 0}
{6.842105, -10, 0}
{7.894737, -10, 0}
{8.947368, -10, 0}
{10, -10, 0}
{-10, -5, 0}
{-8.947368, -5, 0.747922}
{-7.894737, -5, 1.412742}
{-6.842105, -5, 1.99446}
{-5.789474, -5, 2.493075}
{-4.736842, -5.0, 2.908587}
{-3.684211, -5, 3.240997}
{-2.631579, -5, 3.490305}
{-1.578947, -5, 3.65651}
{-0.526316, -5, 3.739612}
{0.526316, -5, 3.739612}
{1.578947, -5, 3.65651}
{2.631579, -5, 3.490305}
{3.684211, -5, 3.240997}
{4.736842, -5, 2.908587}
{5.789474, -5, 2.493075}
{6.842105, -5, 1.99446}
{7.894737, -5, 1.412742}
{8.947368, -5, 0.747922}
{10, -5, 0}
{-10, 0, 0}
{-8.947368, 0, 0.99723}
{-7.894737, -0, 1.883657}
{-6.842105, -0, 2.65928}
{-5.789474, 0, 3.3241}
{-4.736842, -0, 3.878116}
{-3.684211, -0, 4.32133}
{-2.631579, 0, 4.65374}
{-1.578947, 0, 4.875346}
{-0.526316, 0, 4.98615}
{0.526316, 0, 4.98615}
{1.578947, 0, 4.875346}
{2.631579, -0, 4.65374}
{3.684211, 0, 4.32133}
{4.736842, 0, 3.878116}
{5.789474, 0, 3.3241}
{6.842105, 0, 2.65928}
{7.894737, 0, 1.883657}
{8.947368, 0, 0.99723}
{10, 0, 0}
{-10, 5, 0}
{-8.947368, 5, 0.747922}
{-7.894737, 5, 1.412742}
{-6.842105, 5, 1.99446}
{-5.789474, 5, 2.493075}
{-4.736842, 5.0, 2.908587}
{-3.684211, 5, 3.240997}
{-2.631579, 5, 3.490305}
{-1.578947, 5, 3.65651}
{-0.526316, 5, 3.739612}
{0.526316, 5, 3.739612}
{1.578947, 5, 3.65651}
{2.631579, 5, 3.490305}
{3.684211, 5, 3.240997}
{4.736842, 5, 2.908587}
{5.789474, 5, 2.493075}
{6.842105, 5, 1.99446}
{7.894737, 5, 1.412742}
{8.947368, 5, 0.747922}
{10, 5, 0}
{-10, 10, 0}
{-8.947368, 10, 0}
{-7.894737, 10, 0}
{-6.842105, 10, 0}
{-5.789474, 10, 0}
{-4.736842, 10, 0}
{-3.684211, 10, 0}
{-2.631579, 10, 0}
{-1.578947, 10, 0}
{-0.526316, 10, 0}
{0.526316, 10, 0}
{1.578947, 10, 0}
{2.631579, 10, 0}
{3.684211, 10, 0}
{4.736842, 10, 0}
{5.789474, 10, 0}
{6.842105, 10, 0}
{7.894737, 10, 0}
{8.947368, 10, 0}
{10, 10, 0}
