T{0;10;11}
T{1;11;12}
T{2;12;13}
T{3;13;14}
T{4;14;15}
T{5;15;16}
T{6;16;17}
T{7;17;18}
T{8;18;19}
T{10;20;21}
T{11;21;22}
T{12;22;23}
T{13;23;24}
T{14;24;25}
T{15;25;26}
T{16;26;27}
T{17;27;28}
T{18;28;29}
T{20;30;31}
T{21;31;32}
T{22;32;33}
T{23;33;34}
T{24;34;35}
T{25;35;36}
T{26;36;37}
T{27;37;38}
T{28;38;39}
T{30;40;41}
T{31;41;42}
T{32;42;43}
T{33;43;44}
T{34;44;45}
T{35;45;46}
T{36;46;47}
T{37;47;48}
T{38;48;49}
T{40;50;51}
T{41;51;52}
T{42;52;53}
T{43;53;54}
T{44;54;55}
T{45;55;56}
T{46;56;57}
T{47;57;58}
T{48;58;59}
T{50;60;61}
T{51;61;62}
T{52;62;63}
T{53;63;64}
T{54;64;65}
T{55;65;66}
T{56;66;67}
T{57;67;68}
T{58;68;69}
T{60;70;71}
T{61;71;72}
T{62;72;73}
T{63;73;74}
T{64;74;75}
T{65;75;76}
T{66;76;77}
T{67;77;78}
T{68;78;79}
T{70;80;81}
T{71;81;82}
T{72;82;83}
T{73;83;84}
T{74;84;85}
T{75;85;86}
T{76;86;87}
T{77;87;88}
T{78;88;89}
T{80;90;91}
T{81;91;92}
T{82;92;93}
T{83;93;94}
T{84;94;95}
T{85;95;96}
T{86;96;97}
T{87;97;98}
T{88;98;99}
T{0;11;1}
T{1;12;2}
T{2;13;3}
T{3;14;4}
T{4;15;5}
T{5;16;6}
T{6;17;7}
T{7;18;8}
T{8;19;9}
T{10;21;11}
T{11;22;12}
T{12;23;13}
T{13;24;14}
T{14;25;15}
T{15;26;16}
T{16;27;17}
T{17;28;18}
T{18;29;19}
T{20;31;21}
T{21;32;22}
T{22;33;23}
T{23;34;24}
T{24;35;25}
T{25;36;26}
T{26;37;27}
T{27;38;28}
T{28;39;29}
T{30;41;31}
T{31;42;32}
T{32;43;33}
T{33;44;34}
T{34;45;35}
T{35;46;36}
T{36;47;37}
T{37;48;38}
T{38;49;39}
T{40;51;41}
T{41;52;42}
T{42;53;43}
T{43;54;44}
T{44;55;45}
T{45;56;46}
T{46;57;47}
T{47;58;48}
T{48;59;49}
T{50;61;51}
T{51;62;52}
T{52;63;53}
T{53;64;54}
T{54;65;55}
T{55;66;56}
T{56;67;57}
T{57;68;58}
T{58;69;59}
T{60;71;61}
T{61;72;62}
T{62;73;63}
T{63;74;64}
T{64;75;65}
T{65;76;66}
T{66;77;67}
T{67;78;68}
T{68;79;69}
T{70;81;71}
T{71;82;72}
T{72;83;73}
T{73;84;74}
T{74;85;75}
T{75;86;76}
T{76;87;77}
T{77;88;78}
T{78;89;79}
T{80;91;81}
T{81;92;82}
T{82;93;83}
T{83;94;84}
T{84;95;85}
T{85;96;86}
T{86;97;87}
T{87;98;88}
T{88;99;89}
